Crop,Soil_Type,Crop_Growth_Stage,Irrigation_Method,Water_Availability,Soil_Moisture_pct,Temperature_C,Relative_Humidity_pct,Rainfall_24h_mm,Rainfall_7d_mm,ETo_mm_day,Land_Area_ha,Irrigation_Need,Irrigation_Amount_mm_day,Crop_ID,Data_Type
Banana,Loamy,Vegetative,Rainfed,High,51.58,35.14,73.51,15.14,82.88,6.24,4.57,High,8.31,BANANA,Synthetic
Banana,Sandy,Grain Filling,Flood,Low,26.62,38.86,87.59,15.34,20.81,2.52,2.96,Medium,6.75,BANANA,Synthetic
Soybean,Loamy,Vegetative,Rainfed,Medium,34.44,23.3,83.59,20.7,96.69,3.4,2.07,Low,5.45,SOYBEAN,Synthetic
Tomato,Loamy,Flowering,Drip,High,59.45,32.55,80.69,25.75,60.96,5.24,1.38,Low,5.17,TOMATO,Synthetic
Rice,Loamy,Vegetative,Flood,Low,39.08,28.39,54.81,8.64,99.23,5.74,1.09,High,9.42,RICE,Synthetic
Banana,Clay Loam,Flowering,Flood,Medium,48.12,28.15,55.79,10.22,112.86,2.96,10.11,Low,4.28,BANANA,Synthetic
Cotton,Loamy,Vegetative,Drip,High,60.69,39.94,68.03,7.01,111.42,2.35,6.26,Low,2.66,COTTON,Synthetic
Cotton,Sandy Loam,Flowering,Sprinkler,High,24.31,30.29,41.97,3.87,37.23,5.82,7.37,High,11.24,COTTON,Synthetic
Potato,Clay Loam,Grain Filling,Sprinkler,Medium,23.26,27.91,43.79,5.71,20.64,7.02,6.97,High,10.85,POTATO,Synthetic
Groundnut,Clay Loam,Vegetative,Flood,Low,16.44,33.86,38.78,14.74,60.46,5.08,1.78,High,9.98,GROUNDNUT,Synthetic
Soybean,Sandy Loam,Flowering,Rainfed,Medium,43.73,36.96,86.24,20.04,48.16,2.83,0.29,Low,4.52,SOYBEAN,Synthetic
Soybean,Loamy,Vegetative,Drip,Medium,51.35,22.97,65.67,17.86,53.07,6.99,0.27,Medium,7.58,SOYBEAN,Synthetic
Cotton,Loamy,Grain Filling,Flood,Medium,45.11,40.8,39.5,6.52,71.55,4.85,6.71,High,9.58,COTTON,Synthetic
Tomato,Sandy,Maturity,Drip,High,63.01,23.19,86.91,8.98,22.97,6.94,2.32,Medium,6.56,TOMATO,Synthetic
Sugarcane,Loamy,Maturity,Sprinkler,Medium,29.91,32.36,79.75,6.99,57.29,5.4,14.66,Medium,6.02,SUGARCANE,Synthetic
Banana,Sandy,Vegetative,Drip,Low,44.01,32.4,41.23,6.71,44.01,4.12,3.8,Medium,6.62,BANANA,Synthetic
Potato,Sandy Loam,Seedling,Drip,High,17.39,24.29,55.38,4.2,94.42,6.42,1.35,High,8.93,POTATO,Synthetic
Potato,Loamy,Flowering,Drip,High,25.15,41.21,35.34,15.42,64.92,5.25,0.31,Medium,7.73,POTATO,Synthetic
Potato,Sandy,Maturity,Drip,High,40.08,29.88,89.46,9.35,18.11,4.91,3.26,Low,5.53,POTATO,Synthetic
Banana,Sandy Loam,Maturity,Flood,Medium,40.46,36.72,46.18,21.69,42.49,5.62,0.24,Low,5.7,BANANA,Synthetic
Banana,Loamy,Grain Filling,Drip,Medium,66.8,36.36,58.93,16.52,112.35,4.29,0.2,Medium,6.87,BANANA,Synthetic
Tomato,Loamy,Seedling,Flood,Low,33.66,27.19,72.51,1.69,51.32,6.39,2.07,Medium,7.32,TOMATO,Synthetic
Potato,Loamy,Seedling,Rainfed,Low,57.15,35.33,70.87,8.42,81.65,5.62,0.33,Low,4.44,POTATO,Synthetic
Sugarcane,Loamy,Vegetative,Sprinkler,Medium,60.99,19.88,81.63,13.38,52.68,5.77,2.37,High,9.48,SUGARCANE,Synthetic
Wheat,Clay Loam,Maturity,Sprinkler,Medium,55.58,24.75,89.66,4.49,21.6,5.34,0.57,Low,4.27,WHEAT,Synthetic
Banana,Sandy Loam,Grain Filling,Sprinkler,Medium,26.58,34.52,80.5,14.9,9.78,5.22,2.33,High,8.11,BANANA,Synthetic
Tomato,Clay Loam,Flowering,Drip,Medium,67.78,35.66,82.28,1.25,28.14,7.07,16.38,High,11.2,TOMATO,Synthetic
Groundnut,Sandy Loam,Vegetative,Flood,Medium,29.7,19.06,48.88,5.02,68.21,7.89,4.08,High,10.08,GROUNDNUT,Synthetic
Potato,Sandy,Grain Filling,Drip,Medium,61.45,20.09,85.2,19.73,22.23,6.29,0.75,Medium,7.52,POTATO,Synthetic
Rice,Sandy,Grain Filling,Sprinkler,Medium,71.47,29.88,89.3,10.47,61.58,4.21,0.31,Low,5.48,RICE,Synthetic
Groundnut,Sandy,Vegetative,Sprinkler,Medium,42.86,29.51,48.76,7.37,28.01,4.06,11.63,Medium,5.75,GROUNDNUT,Synthetic
Cotton,Sandy Loam,Vegetative,Flood,Low,54.25,20.08,36.93,1.58,58.71,3.32,9.74,Low,5.07,COTTON,Synthetic
Cotton,Sandy,Grain Filling,Flood,High,68.84,23.54,76.29,24.66,60.99,2.87,3.12,Low,2.81,COTTON,Synthetic
Soybean,Sandy,Flowering,Flood,Medium,35.33,23.38,35.4,22.66,62.85,7.56,1.12,High,10.34,SOYBEAN,Synthetic
Wheat,Sandy,Maturity,Drip,Medium,23.72,22.75,67.29,3.32,42.97,4.65,0.33,Low,6.27,WHEAT,Synthetic
Sugarcane,Sandy Loam,Seedling,Drip,Medium,32.64,36.63,45.67,3.43,39.77,4.5,6.33,High,8.42,SUGARCANE,Synthetic
Maize,Clay Loam,Vegetative,Sprinkler,Medium,37.53,22.06,37.26,31.23,179.74,6.58,2.18,High,8.22,MAIZE,Synthetic
Banana,Loamy,Flowering,Drip,High,25.16,35.24,66.64,27.83,30.66,6.7,1.06,High,9.44,BANANA,Synthetic
Cotton,Sandy,Seedling,Rainfed,Low,50.38,21.65,63.91,12.39,129.93,5.85,13.12,Medium,6.96,COTTON,Synthetic
Sugarcane,Sandy Loam,Grain Filling,Flood,High,33.2,20.61,87.2,7.24,83.0,2.35,12.38,Low,2.09,SUGARCANE,Synthetic
Sugarcane,Loamy,Seedling,Flood,Medium,35.05,32.4,48.42,5.89,33.01,7.1,0.88,Medium,7.15,SUGARCANE,Synthetic
Maize,Sandy Loam,Vegetative,Drip,Low,54.64,36.92,80.43,13.21,25.98,5.48,1.88,High,8.68,MAIZE,Synthetic
Soybean,Sandy Loam,Grain Filling,Drip,Medium,38.55,24.57,77.11,0.55,7.52,6.33,1.33,High,7.87,SOYBEAN,Synthetic
Groundnut,Loamy,Vegetative,Drip,Medium,26.31,39.53,86.39,6.13,83.55,4.17,2.89,Medium,7.85,GROUNDNUT,Synthetic
Sugarcane,Clay Loam,Seedling,Rainfed,Medium,53.09,39.95,81.63,29.49,60.42,4.9,5.25,High,7.7,SUGARCANE,Synthetic
Potato,Loamy,Vegetative,Flood,High,48.1,19.33,73.8,10.28,122.99,4.54,6.73,Low,3.37,POTATO,Synthetic
Wheat,Sandy,Seedling,Flood,Low,67.65,26.12,42.81,3.92,71.73,6.08,0.96,Medium,5.41,WHEAT,Synthetic
Soybean,Clay,Flowering,Sprinkler,Medium,25.19,25.3,86.71,1.6,147.75,5.61,0.28,High,8.79,SOYBEAN,Synthetic
Maize,Clay Loam,Maturity,Drip,High,14.08,38.53,40.15,11.56,79.75,6.32,1.2,Medium,8.04,MAIZE,Synthetic
Soybean,Loamy,Maturity,Drip,Medium,55.44,32.42,39.88,8.38,11.17,6.49,2.67,Medium,7.4,SOYBEAN,Synthetic
Banana,Clay,Grain Filling,Drip,Low,20.43,22.03,67.26,3.22,31.04,3.78,0.28,High,8.23,BANANA,Synthetic
Maize,Loamy,Maturity,Rainfed,Low,25.55,33.54,36.4,2.99,24.53,6.81,0.27,Medium,8.66,MAIZE,Synthetic
Soybean,Sandy,Flowering,Sprinkler,Low,65.75,22.62,77.15,5.39,35.06,2.76,4.95,Low,3.72,SOYBEAN,Synthetic
Tomato,Clay Loam,Maturity,Drip,High,49.39,38.81,36.78,0.13,9.61,3.03,0.33,Low,6.03,TOMATO,Synthetic
Soybean,Loamy,Grain Filling,Rainfed,Medium,54.37,26.79,44.53,11.04,151.8,4.85,0.21,Medium,7.95,SOYBEAN,Synthetic
Potato,Loamy,Vegetative,Flood,Low,45.22,38.82,75.58,9.77,124.54,2.78,1.66,Low,3.72,POTATO,Synthetic
Banana,Sandy,Maturity,Drip,Medium,41.62,34.21,36.54,27.07,78.46,3.99,2.83,Low,4.16,BANANA,Synthetic
Sugarcane,Loamy,Flowering,Flood,Medium,47.89,19.57,32.61,1.27,4.43,3.02,5.63,Medium,5.74,SUGARCANE,Synthetic
Potato,Loamy,Vegetative,Flood,Medium,34.93,41.79,77.94,3.47,58.39,5.57,0.47,High,9.03,POTATO,Synthetic
Maize,Sandy Loam,Vegetative,Drip,Low,24.48,21.4,83.11,8.92,54.18,3.26,0.39,Low,5.41,MAIZE,Synthetic
Banana,Sandy,Grain Filling,Rainfed,High,49.32,36.6,37.29,9.19,106.23,3.37,9.12,Medium,6.97,BANANA,Synthetic
Cotton,Clay Loam,Flowering,Flood,Medium,63.2,30.31,65.85,10.96,67.24,5.91,0.4,Medium,8.22,COTTON,Synthetic
Soybean,Clay Loam,Seedling,Sprinkler,Low,25.5,30.21,36.83,0.63,81.78,3.18,0.31,Medium,6.84,SOYBEAN,Synthetic
Rice,Loamy,Grain Filling,Flood,High,63.17,36.89,52.58,15.8,63.95,6.59,6.79,High,8.47,RICE,Synthetic
Potato,Loamy,Vegetative,Sprinkler,Medium,62.07,36.99,40.4,16.1,10.64,6.93,1.33,High,7.98,POTATO,Synthetic
Banana,Sandy,Seedling,Drip,Medium,18.27,30.46,58.74,0.56,42.11,3.59,3.53,Low,4.52,BANANA,Synthetic
Maize,Sandy,Seedling,Rainfed,Medium,15.6,39.25,73.22,12.26,19.69,6.88,0.35,High,8.57,MAIZE,Synthetic
Rice,Sandy,Maturity,Sprinkler,Medium,22.63,29.68,80.1,4.03,58.68,2.66,0.83,Low,3.25,RICE,Synthetic
Potato,Loamy,Vegetative,Flood,Low,13.18,41.98,68.6,7.58,23.27,2.06,0.36,Low,5.0,POTATO,Synthetic
Tomato,Sandy Loam,Grain Filling,Flood,Medium,52.54,32.45,42.87,12.49,48.84,7.24,1.6,High,10.33,TOMATO,Synthetic
Rice,Loamy,Grain Filling,Sprinkler,High,58.72,38.57,56.47,3.26,72.59,5.97,0.8,Medium,7.99,RICE,Synthetic
Soybean,Clay Loam,Vegetative,Drip,High,14.45,21.58,67.91,13.24,28.18,5.7,0.72,High,8.34,SOYBEAN,Synthetic
Cotton,Clay,Grain Filling,Rainfed,Medium,49.74,33.98,75.72,5.87,45.04,3.06,1.05,Low,4.23,COTTON,Synthetic
Sugarcane,Sandy Loam,Flowering,Sprinkler,Medium,29.52,33.42,38.14,1.63,73.61,5.62,3.12,High,9.97,SUGARCANE,Synthetic
Cotton,Sandy Loam,Grain Filling,Rainfed,High,59.9,30.74,75.08,9.79,58.43,4.82,0.95,Medium,5.93,COTTON,Synthetic
Tomato,Clay,Grain Filling,Flood,Medium,33.93,23.3,44.6,35.08,135.23,5.86,9.1,High,8.46,TOMATO,Synthetic
Maize,Loamy,Maturity,Flood,High,16.81,30.4,69.51,2.99,71.7,2.49,0.84,Low,3.37,MAIZE,Synthetic
Tomato,Sandy Loam,Vegetative,Drip,High,12.4,37.59,66.67,4.39,57.85,6.01,12.39,Medium,7.77,TOMATO,Synthetic
Rice,Loamy,Vegetative,Rainfed,High,25.42,20.72,35.71,8.27,56.59,7.19,0.62,High,9.55,RICE,Synthetic
Rice,Clay Loam,Maturity,Flood,Medium,15.42,25.35,87.42,9.63,59.41,3.81,0.26,Low,3.83,RICE,Synthetic
Rice,Sandy,Flowering,Sprinkler,Medium,32.55,23.2,37.95,3.77,101.17,7.9,3.15,High,12.0,RICE,Synthetic
Soybean,Sandy Loam,Vegetative,Flood,High,33.6,33.35,50.29,3.44,99.51,4.98,1.08,Medium,7.44,SOYBEAN,Synthetic
Rice,Sandy Loam,Maturity,Sprinkler,Medium,70.64,22.15,87.14,7.99,59.23,7.28,11.09,High,8.49,RICE,Synthetic
Wheat,Clay Loam,Grain Filling,Sprinkler,Medium,63.16,21.62,36.02,16.43,71.8,3.15,5.11,Low,3.94,WHEAT,Synthetic
Rice,Loamy,Grain Filling,Drip,High,17.15,21.92,43.98,2.45,86.73,2.4,3.25,Low,5.65,RICE,Synthetic
Cotton,Loamy,Flowering,Drip,Medium,38.43,24.83,79.7,7.89,28.71,7.39,1.12,High,11.98,COTTON,Synthetic
Banana,Loamy,Flowering,Sprinkler,Medium,17.93,21.53,58.35,15.88,45.17,5.35,15.43,High,9.4,BANANA,Synthetic
Cotton,Clay Loam,Vegetative,Rainfed,Medium,70.44,34.71,72.55,7.25,12.65,5.25,3.85,Medium,6.55,COTTON,Synthetic
Soybean,Sandy,Vegetative,Drip,Medium,54.09,39.34,42.3,4.37,110.95,4.77,1.39,Medium,7.43,SOYBEAN,Synthetic
Wheat,Loamy,Maturity,Sprinkler,Low,53.14,26.56,60.81,2.06,124.52,6.85,3.52,Medium,7.53,WHEAT,Synthetic
Banana,Sandy Loam,Flowering,Flood,High,19.77,27.46,89.05,20.76,57.61,2.38,0.87,Low,3.39,BANANA,Synthetic
Banana,Loamy,Seedling,Flood,Low,62.65,30.01,68.05,2.6,106.32,4.51,9.64,Low,2.56,BANANA,Synthetic
Potato,Loamy,Flowering,Flood,Low,59.12,40.32,47.24,5.28,36.24,4.72,0.48,High,7.83,POTATO,Synthetic
Soybean,Sandy,Vegetative,Flood,Medium,23.54,18.75,48.04,2.81,30.87,4.56,1.01,Low,4.34,SOYBEAN,Synthetic
Sugarcane,Loamy,Vegetative,Flood,Medium,63.07,36.11,80.16,3.79,16.4,5.05,7.16,Medium,6.9,SUGARCANE,Synthetic
Banana,Sandy,Vegetative,Flood,Medium,15.4,23.67,77.61,3.16,55.35,5.51,0.2,High,8.62,BANANA,Synthetic
Banana,Clay Loam,Vegetative,Sprinkler,High,20.22,32.55,51.48,1.45,71.99,6.8,4.94,High,9.64,BANANA,Synthetic
Soybean,Loamy,Flowering,Flood,Medium,24.34,31.57,47.8,8.57,32.12,5.29,2.67,High,9.1,SOYBEAN,Synthetic
Potato,Clay Loam,Vegetative,Drip,Medium,45.02,22.73,50.74,19.21,65.04,7.88,9.85,High,9.03,POTATO,Synthetic
Sugarcane,Clay Loam,Seedling,Drip,Medium,53.82,19.85,67.08,2.35,7.13,4.75,12.87,Medium,6.15,SUGARCANE,Synthetic
Potato,Clay Loam,Grain Filling,Drip,Low,12.02,33.56,76.55,3.67,16.57,5.0,0.87,High,10.99,POTATO,Synthetic
Wheat,Sandy Loam,Vegetative,Rainfed,Medium,26.27,20.56,82.1,5.85,55.78,2.65,0.27,Low,5.13,WHEAT,Synthetic
Banana,Sandy,Vegetative,Flood,High,38.4,18.55,60.34,12.41,16.48,5.69,0.8,High,8.53,BANANA,Synthetic
Soybean,Clay,Flowering,Drip,Low,27.9,37.9,70.0,16.33,60.2,6.93,2.81,High,11.41,SOYBEAN,Synthetic
Tomato,Clay,Grain Filling,Rainfed,Low,31.32,20.64,83.06,9.76,43.07,7.0,2.97,High,10.72,TOMATO,Synthetic
Maize,Clay,Flowering,Drip,Medium,37.13,40.43,52.25,18.52,153.76,4.08,0.71,Medium,6.22,MAIZE,Synthetic
Soybean,Clay,Seedling,Drip,Medium,71.46,27.67,74.36,12.41,10.74,6.77,1.09,Medium,5.69,SOYBEAN,Synthetic
Rice,Loamy,Flowering,Drip,Medium,50.28,38.27,44.38,5.07,36.27,4.19,2.14,Medium,7.27,RICE,Synthetic
Banana,Loamy,Grain Filling,Flood,High,13.35,38.4,41.52,1.77,116.52,3.15,1.61,Medium,4.98,BANANA,Synthetic
Potato,Clay Loam,Seedling,Drip,High,20.82,24.08,62.58,8.56,21.67,2.03,0.82,Low,3.02,POTATO,Synthetic
Groundnut,Sandy,Seedling,Flood,Medium,60.0,20.07,54.4,4.95,128.66,3.52,1.22,Low,4.56,GROUNDNUT,Synthetic
Banana,Clay Loam,Grain Filling,Rainfed,Medium,13.83,23.26,48.32,9.65,12.81,7.81,1.39,High,12.0,BANANA,Synthetic
Wheat,Loamy,Vegetative,Rainfed,Low,21.76,33.16,69.34,9.43,90.15,6.77,8.74,High,10.32,WHEAT,Synthetic
Rice,Loamy,Grain Filling,Drip,High,67.06,36.69,54.02,4.68,9.6,5.97,4.77,High,8.81,RICE,Synthetic
Cotton,Loamy,Seedling,Flood,Medium,48.04,27.46,76.09,12.6,82.05,4.63,4.28,Low,4.69,COTTON,Synthetic
Rice,Clay,Flowering,Rainfed,Low,66.38,34.5,61.22,24.78,169.8,2.45,0.24,Low,3.26,RICE,Synthetic
Soybean,Sandy,Grain Filling,Flood,Medium,42.74,39.51,34.62,10.81,105.71,7.35,5.86,High,11.17,SOYBEAN,Synthetic
Soybean,Sandy Loam,Vegetative,Flood,Medium,56.17,20.64,64.29,19.26,26.66,6.33,9.77,Low,5.83,SOYBEAN,Synthetic
Soybean,Loamy,Flowering,Flood,High,43.46,32.32,86.85,14.59,19.83,3.31,15.1,Low,3.15,SOYBEAN,Synthetic
Rice,Clay Loam,Vegetative,Drip,Medium,41.39,20.48,48.96,7.15,16.56,6.89,19.55,High,9.04,RICE,Synthetic
Tomato,Sandy,Vegetative,Flood,Medium,20.8,21.31,66.45,10.71,40.79,4.39,0.62,Medium,6.33,TOMATO,Synthetic
Rice,Loamy,Flowering,Drip,High,44.28,18.35,88.34,19.17,27.81,5.27,12.36,High,7.73,RICE,Synthetic
Sugarcane,Clay,Flowering,Sprinkler,Medium,43.9,33.87,88.35,0.96,38.5,3.26,5.1,Medium,6.57,SUGARCANE,Synthetic
Potato,Sandy Loam,Maturity,Flood,High,45.71,25.75,88.55,3.63,28.87,6.98,1.32,Medium,6.04,POTATO,Synthetic
Potato,Loamy,Grain Filling,Flood,High,38.79,27.14,48.17,5.71,9.92,7.03,0.67,High,8.75,POTATO,Synthetic
Maize,Sandy Loam,Grain Filling,Flood,High,32.08,26.15,60.78,3.59,29.0,4.65,0.58,Low,4.73,MAIZE,Synthetic
Soybean,Clay Loam,Flowering,Flood,Medium,54.81,21.89,69.01,19.15,37.53,2.58,0.45,Low,2.47,SOYBEAN,Synthetic
Sugarcane,Loamy,Maturity,Sprinkler,Medium,69.67,24.43,57.95,3.83,10.4,7.3,4.64,High,8.67,SUGARCANE,Synthetic
Soybean,Loamy,Maturity,Sprinkler,Medium,67.37,21.15,47.18,9.21,46.51,7.65,0.87,Medium,7.42,SOYBEAN,Synthetic
Rice,Loamy,Vegetative,Drip,High,50.32,39.41,53.22,9.23,30.82,5.63,4.26,Medium,7.77,RICE,Synthetic
Soybean,Clay Loam,Flowering,Flood,Medium,36.7,24.81,59.13,8.78,67.92,3.75,0.21,Medium,6.14,SOYBEAN,Synthetic
Rice,Sandy Loam,Vegetative,Sprinkler,High,56.29,23.37,76.68,12.96,32.54,3.03,8.52,Low,2.95,RICE,Synthetic
Rice,Sandy,Grain Filling,Drip,Medium,56.66,41.12,53.95,26.03,100.92,4.51,0.73,Medium,6.42,RICE,Synthetic
Soybean,Loamy,Flowering,Flood,Low,67.86,18.38,80.09,12.82,45.8,7.77,17.33,High,12.0,SOYBEAN,Synthetic
Soybean,Clay,Flowering,Sprinkler,Medium,16.08,35.01,70.63,17.31,179.84,6.13,1.07,High,9.59,SOYBEAN,Synthetic
Soybean,Loamy,Seedling,Drip,Medium,22.97,37.6,87.12,9.4,48.4,6.11,1.41,High,8.95,SOYBEAN,Synthetic
Sugarcane,Clay,Seedling,Rainfed,High,58.2,37.7,72.87,10.8,116.4,6.06,0.94,High,7.97,SUGARCANE,Synthetic
Groundnut,Clay Loam,Maturity,Sprinkler,Medium,67.23,39.51,79.14,7.4,26.91,2.18,9.0,Low,2.48,GROUNDNUT,Synthetic
Tomato,Clay Loam,Maturity,Flood,Medium,35.81,22.77,46.54,0.78,99.12,2.21,0.45,Low,2.82,TOMATO,Synthetic
Wheat,Loamy,Grain Filling,Flood,Medium,34.55,37.26,68.4,0.55,48.64,2.1,7.06,Low,4.05,WHEAT,Synthetic
Maize,Sandy Loam,Vegetative,Sprinkler,Medium,36.32,40.98,33.12,20.86,21.76,7.7,0.62,High,10.37,MAIZE,Synthetic
Soybean,Sandy Loam,Vegetative,Flood,Medium,71.32,27.96,58.52,11.66,42.14,4.79,12.43,Low,4.63,SOYBEAN,Synthetic
Cotton,Sandy,Vegetative,Flood,Medium,16.5,19.68,77.78,20.22,30.91,4.82,2.02,High,8.58,COTTON,Synthetic
Tomato,Clay,Vegetative,Sprinkler,High,14.84,32.55,73.32,3.32,17.99,2.52,16.02,Low,4.04,TOMATO,Synthetic
Rice,Clay Loam,Maturity,Flood,Low,50.48,40.19,80.69,8.93,89.7,5.07,13.45,Medium,6.89,RICE,Synthetic
Cotton,Loamy,Flowering,Drip,Low,34.31,33.27,84.4,2.36,75.24,5.26,8.01,High,12.0,COTTON,Synthetic
Tomato,Clay,Vegetative,Flood,High,44.09,23.05,51.92,39.49,5.24,5.44,3.74,Low,5.48,TOMATO,Synthetic
Tomato,Sandy,Grain Filling,Sprinkler,High,43.84,23.87,48.64,19.93,23.79,5.1,4.46,Medium,6.88,TOMATO,Synthetic
Banana,Sandy,Vegetative,Rainfed,Medium,32.46,24.17,51.05,1.73,60.93,3.41,18.45,Low,4.85,BANANA,Synthetic
Rice,Sandy Loam,Flowering,Flood,High,42.32,36.04,57.37,0.61,109.98,6.56,2.86,High,11.19,RICE,Synthetic
Tomato,Sandy,Flowering,Drip,Low,71.13,37.75,53.48,11.82,40.65,2.43,9.06,Low,5.12,TOMATO,Synthetic
Maize,Sandy Loam,Seedling,Drip,Medium,19.74,28.64,33.89,10.37,42.31,5.8,1.44,Medium,6.56,MAIZE,Synthetic
Cotton,Loamy,Flowering,Flood,High,65.52,38.88,64.09,2.07,41.8,7.78,19.17,High,10.74,COTTON,Synthetic
Maize,Loamy,Flowering,Rainfed,Medium,36.77,19.58,53.38,11.93,59.02,6.33,0.68,High,9.78,MAIZE,Synthetic
Groundnut,Sandy Loam,Grain Filling,Drip,High,61.02,38.69,89.93,12.27,31.82,4.95,0.49,Medium,5.88,GROUNDNUT,Synthetic
Wheat,Clay Loam,Seedling,Rainfed,Low,23.46,20.13,81.67,3.46,30.25,5.79,0.37,High,7.83,WHEAT,Synthetic
Soybean,Clay,Vegetative,Sprinkler,High,27.35,33.47,81.08,6.99,34.34,4.14,6.79,Medium,5.93,SOYBEAN,Synthetic
Wheat,Sandy Loam,Seedling,Sprinkler,Medium,54.44,27.38,78.67,15.81,128.58,6.36,0.21,Low,5.75,WHEAT,Synthetic
Soybean,Clay,Maturity,Flood,Medium,54.23,39.14,37.7,11.23,52.68,3.85,6.48,Medium,5.77,SOYBEAN,Synthetic
Tomato,Clay Loam,Flowering,Rainfed,Medium,44.54,21.25,75.47,13.81,52.96,6.9,4.1,High,8.68,TOMATO,Synthetic
Maize,Clay,Vegetative,Drip,High,26.16,28.04,66.37,10.42,80.35,6.08,15.96,Medium,7.84,MAIZE,Synthetic
Wheat,Sandy,Grain Filling,Rainfed,Medium,26.48,21.64,50.58,1.37,38.91,4.01,15.28,Medium,6.61,WHEAT,Synthetic
Potato,Loamy,Grain Filling,Flood,Medium,61.34,35.0,41.35,8.64,40.06,7.63,0.31,High,10.73,POTATO,Synthetic
Cotton,Sandy,Maturity,Flood,High,30.25,28.67,72.93,13.71,14.07,5.95,1.35,Medium,5.98,COTTON,Synthetic
Banana,Clay Loam,Maturity,Sprinkler,Medium,66.12,40.4,37.03,15.32,40.56,3.42,3.11,Medium,5.91,BANANA,Synthetic
Maize,Sandy Loam,Maturity,Flood,Low,14.74,35.04,49.16,11.39,53.09,7.95,0.2,High,12.0,MAIZE,Synthetic
Wheat,Loamy,Vegetative,Flood,High,53.88,25.93,37.92,3.36,86.53,7.43,2.82,Medium,7.64,WHEAT,Synthetic
Tomato,Loamy,Seedling,Rainfed,Medium,57.58,27.84,49.06,4.86,41.71,7.5,1.26,Medium,7.18,TOMATO,Synthetic
Rice,Sandy,Maturity,Drip,Low,43.19,36.63,49.49,3.82,49.35,2.8,2.47,Low,4.55,RICE,Synthetic
Maize,Clay,Maturity,Sprinkler,High,19.74,27.91,39.63,1.8,64.22,6.09,12.34,Medium,7.58,MAIZE,Synthetic
Sugarcane,Sandy,Vegetative,Drip,Low,21.09,23.53,87.99,13.08,18.55,4.24,18.49,Medium,7.24,SUGARCANE,Synthetic
Wheat,Clay Loam,Flowering,Sprinkler,Medium,52.14,34.06,65.29,12.56,101.26,7.99,19.67,High,11.3,WHEAT,Synthetic
Groundnut,Clay Loam,Vegetative,Rainfed,High,61.42,39.29,89.55,4.79,127.26,6.78,2.15,Medium,7.06,GROUNDNUT,Synthetic
Maize,Sandy,Maturity,Flood,Low,70.88,33.4,82.78,20.02,37.14,5.28,4.01,Medium,7.33,MAIZE,Synthetic
Wheat,Loamy,Seedling,Rainfed,Medium,62.04,28.59,47.07,10.17,18.59,5.64,4.82,Low,5.45,WHEAT,Synthetic
Wheat,Sandy Loam,Maturity,Sprinkler,High,49.48,31.81,81.2,12.3,27.87,2.44,0.28,Low,1.95,WHEAT,Synthetic
Sugarcane,Sandy,Flowering,Sprinkler,High,64.44,28.86,35.77,8.75,16.4,2.87,9.59,Low,4.83,SUGARCANE,Synthetic
Cotton,Clay Loam,Flowering,Sprinkler,Low,16.04,23.92,41.18,11.67,106.79,2.14,0.49,Medium,5.49,COTTON,Synthetic
Cotton,Sandy Loam,Seedling,Flood,High,34.34,33.81,55.59,6.5,41.98,2.31,0.31,Low,3.09,COTTON,Synthetic
Sugarcane,Sandy,Flowering,Drip,Medium,49.23,25.76,63.74,6.16,77.12,6.4,4.46,High,11.49,SUGARCANE,Synthetic
Soybean,Loamy,Vegetative,Flood,Medium,55.32,31.3,32.69,42.36,126.05,4.06,1.95,Low,5.27,SOYBEAN,Synthetic
Groundnut,Clay,Flowering,Drip,Low,27.17,24.11,77.11,12.21,35.0,4.62,0.35,High,9.74,GROUNDNUT,Synthetic
Cotton,Sandy Loam,Flowering,Sprinkler,Medium,44.31,18.04,83.13,13.38,52.13,2.08,0.33,Low,4.26,COTTON,Synthetic
Cotton,Loamy,Vegetative,Drip,Medium,59.11,26.87,48.43,11.81,68.9,4.33,5.67,Low,4.98,COTTON,Synthetic
Maize,Loamy,Grain Filling,Flood,Medium,29.2,29.27,50.27,10.27,9.64,7.33,1.74,High,11.4,MAIZE,Synthetic
Soybean,Clay,Maturity,Drip,High,47.76,26.22,87.08,10.45,9.86,2.8,0.33,Low,3.14,SOYBEAN,Synthetic
Sugarcane,Clay Loam,Grain Filling,Sprinkler,Low,29.8,31.01,41.44,8.95,41.94,2.29,8.58,Medium,5.3,SUGARCANE,Synthetic
Groundnut,Loamy,Seedling,Drip,Medium,57.6,18.29,81.07,29.98,22.84,3.53,1.04,Low,2.03,GROUNDNUT,Synthetic
Rice,Sandy,Flowering,Flood,Medium,38.43,32.41,76.02,7.3,100.54,3.87,1.35,Low,5.17,RICE,Synthetic
Wheat,Sandy Loam,Grain Filling,Rainfed,Medium,24.22,28.9,61.71,24.54,64.84,5.23,0.73,Medium,6.5,WHEAT,Synthetic
Rice,Clay,Grain Filling,Rainfed,Medium,32.63,26.69,45.72,23.04,105.49,6.73,1.12,High,9.8,RICE,Synthetic
Sugarcane,Loamy,Flowering,Drip,Medium,61.42,23.13,32.24,9.92,166.1,3.66,0.88,Medium,5.33,SUGARCANE,Synthetic
Cotton,Clay Loam,Maturity,Flood,Medium,47.73,36.21,68.8,5.28,130.92,6.91,0.22,Medium,8.33,COTTON,Synthetic
